seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
g281.t1,20,101,19,101,PF00352.27,TBP,Domain,2,85,85,68.3,5e-19,1,CL0407
g281.t1,110,193,110,193,PF00352.27,TBP,Domain,1,85,85,92.0,2.1e-26,1,CL0407
g283.t1,91,187,91,187,PF04900.18,Fcf1,Family,1,99,99,124.3,2.6e-36,1,CL0280
g284.t1,190,221,190,226,PF02213.21,GYF,Domain,1,32,45,29.0,8.3e-07,1,CL0673
g284.t2,185,216,185,221,PF02213.21,GYF,Domain,1,32,45,29.0,8.1e-07,1,CL0673
g285.t1,7,45,5,46,PF02845.22,CUE,Domain,3,41,42,41.9,7.4e-11,1,CL0214
g286.t1,44,165,31,182,PF03024.20,Folate_rec,Domain,10,153,172,49.8,4.5e-13,1,CL0644
g287.t1,12,71,11,73,PF05676.18,NDUF_B7,Family,2,61,63,95.9,1.1e-27,1,CL0351
g288.t1,90,173,89,173,PF09793.14,AD,Domain,2,90,90,88.6,2.6e-25,1,No_Clan
g289.t1,67,312,65,314,PF02535.28,Zip,Family,54,320,323,102.0,4.7e-29,1,CL0184
g290.t1,17,316,4,318,PF02535.28,Zip,Family,10,320,323,106.9,1.6e-30,1,CL0184
g291.t1,38,304,6,308,PF00294.29,PfkB,Domain,31,297,302,142.4,2.5e-41,1,CL0118
g292.t1,26,181,25,187,PF01734.27,Patatin,Family,2,183,191,52.4,9.6e-14,1,CL0323
g294.t1,112,389,111,390,PF00664.28,ABC_membrane,Family,2,273,274,127.1,1.3e-36,1,CL0241
g294.t1,453,602,453,602,PF00005.33,ABC_tran,Domain,1,137,137,119.6,1.9e-34,1,CL0023
g296.t1,32,283,32,283,PF03372.29,Exo_endo_phos,Domain,1,225,225,34.2,2.7e-08,1,CL0530
g297.t1,39,291,39,291,PF03372.29,Exo_endo_phos,Domain,1,225,225,40.1,4.4e-10,1,CL0530
g299.t1,70,211,68,212,PF00792.30,PI3K_C2,Domain,3,135,136,91.3,6.5e-26,1,CL0154
g299.t1,353,556,351,560,PF00613.26,PI3Ka,Repeat,3,180,185,160.1,5.1e-47,1,CL0020
g299.t1,700,901,699,905,PF00454.33,PI3_PI4_kinase,Family,2,237,241,196.3,1e-57,1,CL0016
g300.t1,29,88,28,93,PF01363.27,FYVE,Domain,2,62,67,54.8,9.9e-15,1,CL0229
g300.t1,189,314,187,317,PF01590.32,GAF,Domain,3,130,133,48.0,2.2e-12,1,CL0161
g326.t1,39,231,27,231,PF07722.19,Peptidase_C26,Domain,21,219,219,51.2,1.7e-13,1,CL0014
g337.t1,80,108,79,108,PF13540.12,RCC1_2,Repeat,2,30,30,46.0,3.8e-12,1,CL0186
g337.t1,150,199,149,199,PF00415.24,RCC1,Repeat,2,50,50,45.9,8.4e-12,1,CL0186
g337.t1,202,253,202,253,PF00415.24,RCC1,Repeat,1,50,50,52.9,5.2e-14,1,CL0186
g337.t1,256,312,256,312,PF00415.24,RCC1,Repeat,1,50,50,45.0,1.6e-11,1,CL0186
g338.t1,26,197,24,198,PF06201.19,PITH,Domain,3,175,176,178.5,1.2e-52,1,CL0202
g340.t1,46,93,46,94,PF14634.12,zf-RING_5,Domain,1,42,43,37.5,2.3e-09,1,CL0229
g342.t1,192,405,192,408,PF07859.19,Abhydrolase_3,Domain,1,207,210,101.3,7.9e-29,1,CL0028
g343.t1,214,428,214,431,PF07859.19,Abhydrolase_3,Domain,1,207,210,115.0,5.1e-33,1,CL0028
g344.t1,169,382,169,385,PF07859.19,Abhydrolase_3,Domain,1,207,210,104.1,1.1e-29,1,CL0028
g345.t1,165,376,165,378,PF07859.19,Abhydrolase_3,Domain,1,208,210,117.0,1.3e-33,1,CL0028
g346.t1,192,407,192,408,PF07859.19,Abhydrolase_3,Domain,1,209,210,107.7,8.8e-31,1,CL0028
g349.t1,731,891,731,892,PF00078.32,RVT_1,Domain,1,204,205,117.7,7.2e-34,1,CL0027
g349.t1,980,1083,980,1083,PF17917.7,RT_RNaseH,Domain,1,105,105,125.5,1.2e-36,1,CL0219
g349.t1,1224,1275,1217,1276,PF17921.7,Integrase_H2C2,Domain,8,58,59,54.4,1.3e-14,1,CL0361
g349.t1,1293,1388,1291,1388,PF00665.32,rve,Domain,5,102,102,34.7,2.1e-08,1,CL0219
g352.t1,2,85,2,86,PF00081.27,Sod_Fe_N,Domain,1,81,82,96.0,1.8e-27,1,No_Clan
g352.t1,95,198,95,200,PF02777.23,Sod_Fe_C,Domain,1,100,102,140.7,1.8e-41,1,No_Clan
g353.t1,151,233,148,234,PF04410.20,Gar1,Domain,4,91,92,69.5,2.1e-19,1,CL0866
g354.t1,14,376,13,377,PF03676.19,PHAF1,Family,2,392,393,365.7,4.4e-109,1,No_Clan
g356.t1,62,185,61,191,PF23598.1,LRR_14,Repeat,23,147,353,48.8,5.5e-13,1,CL0022
g356.t1,384,441,383,441,PF13855.12,LRR_8,Repeat,2,61,61,30.3,3.4e-07,1,CL0022
g357.t1,119,216,117,228,PF23598.1,LRR_14,Repeat,27,123,353,55.9,3.8e-15,1,CL0022
g359.t1,67,288,65,298,PF00520.37,Ion_trans,Family,3,231,241,53.1,3.1e-14,1,CL0030
g359.t1,301,417,300,418,PF22614.2,Slo-like_RCK,Domain,2,118,119,85.2,3.3e-24,1,CL0063
g359.t1,436,525,435,525,PF03493.23,BK_channel_a,Family,2,90,90,73.5,1.7e-20,1,CL0582
g359.t1,668,785,666,788,PF22614.2,Slo-like_RCK,Domain,3,117,119,72.2,3.6e-20,1,CL0063
g360.t1,131,211,130,258,PF01926.29,MMR_HSR1,Family,2,70,113,47.6,2e-12,1,CL0023
g361.t1,364,637,362,637,PF07714.23,PK_Tyr_Ser-Thr,Domain,3,258,258,183.8,4.6e-54,1,CL0016
g361.t1,683,934,681,934,PF07714.23,PK_Tyr_Ser-Thr,Domain,3,258,258,184.4,3.1e-54,1,CL0016
g362.t1,251,318,216,329,PF14437.12,MafB19-deam,Family,60,126,142,37.4,2.8e-09,1,CL0109
g363.t1,146,206,143,207,PF13499.12,EF-hand_7,Domain,5,66,67,31.0,3.2e-07,1,CL0220
g385.t1,55,136,54,136,PF00352.27,TBP,Domain,2,85,85,108.9,1.1e-31,1,CL0407
g385.t1,144,226,144,227,PF00352.27,TBP,Domain,1,84,85,97.7,3.5e-28,1,CL0407
g386.t1,265,437,265,438,PF00270.35,DEAD,Domain,1,166,167,126.0,1.6e-36,1,CL0023
g386.t1,474,582,473,582,PF00271.37,Helicase_C,Domain,2,110,110,98.0,4.7e-28,1,CL0023
g387.t1,83,152,83,153,PF00076.28,RRM_1,Domain,1,69,70,71.6,4.7e-20,1,CL0221
g388.t1,64,154,46,160,PF13733.12,Glyco_transf_7N,Domain,46,127,134,58.4,7.1e-16,1,CL0110
g388.t1,169,231,166,241,PF02709.20,Glyco_transf_7C,Family,5,67,78,83.7,6.9e-24,1,CL0110
g390.t1,83,315,83,316,PF01269.23,Fibrillarin,Domain,1,226,227,356.1,6.9e-107,1,CL0063
g391.t1,314,438,313,438,PF03160.20,Calx-beta,Domain,4,119,119,31.0,2.7e-07,1,CL0159
g391.t1,549,676,547,698,PF07691.17,PA14,Domain,4,120,147,49.4,5.1e-13,1,CL0301
g391.t1,851,949,849,950,PF00630.25,Filamin,Domain,3,92,93,50.0,5.3e-13,1,CL0159
g391.t1,963,1055,959,1056,PF00630.25,Filamin,Domain,7,92,93,49.7,6.6e-13,1,CL0159
g391.t1,1067,1164,1063,1164,PF00630.25,Filamin,Domain,5,93,93,48.4,1.7e-12,1,CL0159
g391.t1,1286,1409,1268,1411,PF07691.17,PA14,Domain,21,145,147,35.7,8.7e-09,1,CL0301
g391.t1,1780,1916,1779,1919,PF07691.17,PA14,Domain,2,144,147,33.7,3.5e-08,1,CL0301
g394.t1,114,328,29,331,PF00732.25,GMC_oxred_N,Domain,20,215,218,83.9,1.8e-23,1,CL0063
g394.t1,583,627,583,627,PF14295.12,PAN_4,Domain,1,51,51,41.4,1.5e-10,1,CL0168
g395.t1,594,665,594,665,PF02135.21,zf-TAZ,Family,1,72,72,55.5,7.4e-15,1,No_Clan
g395.t1,1208,1289,1205,1290,PF00439.30,Bromodomain,Domain,4,83,84,67.7,8.4e-19,1,No_Clan
g395.t1,1551,1714,1544,1828,PF08214.17,HAT_KAT11,Domain,13,182,350,89.5,3.3e-25,1,CL0257
g395.t1,1990,2028,1988,2032,PF00569.23,ZZ,Domain,4,41,45,37.8,1.6e-09,1,CL0229
g395.t1,2077,2145,2074,2145,PF02135.21,zf-TAZ,Family,4,72,72,49.0,8.3e-13,1,No_Clan
g398.t1,135,205,127,215,PF05517.18,p25-alpha,Domain,13,79,153,28.2,2.5e-06,1,CL0220
g399.t1,8,63,7,64,PF00831.28,Ribosomal_L29,Family,2,56,57,67.5,9.7e-19,1,CL0346
g400.t1,81,315,77,317,PF08423.17,Rad51,Domain,8,242,244,74.0,1.4e-20,1,CL0023
g400.t3,81,256,78,266,PF08423.17,Rad51,Domain,8,177,244,62.5,4.6e-17,1,CL0023
g401.t1,8,348,4,349,PF01062.26,Bestrophin,Family,9,290,291,84.7,8.7e-24,1,No_Clan
g402.t1,7,373,4,376,PF23098.1,Beta-prop_NOL10_N,Repeat,4,382,385,228.6,1.7e-67,1,CL0186
g402.t1,377,424,377,425,PF23097.1,NOL10_2nd,Domain,1,47,48,87.5,6.2e-25,1,No_Clan
g402.t1,496,523,496,524,PF08159.17,NUC153,Domain,1,28,29,39.0,6.7e-10,1,No_Clan
g403.t1,4,111,4,124,PF13815.11,Dzip-like_N,Family,1,110,118,47.7,1.6e-12,1,No_Clan
g404.t1,71,106,71,106,PF08238.18,Sel1,Repeat,1,36,36,31.1,3.2e-07,1,CL0020
g405.t1,7,348,2,349,PF01062.26,Bestrophin,Family,8,290,291,86.5,2.6e-24,1,No_Clan
g406.t1,155,257,152,258,PF00169.35,PH,Domain,4,104,105,56.5,4.3e-15,1,CL0266
g406.t1,282,363,261,364,PF00794.24,PI3K_rbd,Domain,29,105,106,31.2,2.5e-07,1,CL0072
g406.t1,637,747,636,749,PF00169.35,PH,Domain,2,103,105,54.1,2.4e-14,1,CL0266
g406.t1,808,987,803,989,PF00613.26,PI3Ka,Repeat,6,183,185,154.8,2.1e-45,1,CL0020
g406.t1,1081,1291,1079,1292,PF00454.33,PI3_PI4_kinase,Family,3,240,241,180.4,7e-53,1,CL0016
g407.t1,69,136,55,136,PF14908.11,HU-CCDC81_euk_1,Domain,18,89,89,56.6,2.7e-15,1,CL0548
g407.t1,150,222,148,224,PF18289.6,HU-CCDC81_euk_2,Domain,3,73,75,39.4,6.1e-10,1,CL0548
g409.t1,41,109,32,130,PF12796.13,Ank_2,Repeat,4,67,90,27.4,4.9e-06,1,CL0465
g410.t1,242,346,241,347,PF00169.35,PH,Domain,2,104,105,54.1,2.3e-14,1,CL0266
g410.t1,556,674,555,702,PF00792.30,PI3K_C2,Domain,2,103,136,28.3,1.8e-06,1,CL0154
g410.t1,730,841,729,842,PF00169.35,PH,Domain,2,104,105,58.0,1.4e-15,1,CL0266
g410.t1,909,1087,903,1089,PF00613.26,PI3Ka,Repeat,7,183,185,151.0,3.1e-44,1,CL0020
g410.t1,1181,1392,1179,1393,PF00454.33,PI3_PI4_kinase,Family,3,240,241,179.7,1.2e-52,1,CL0016
g411.t1,7,71,5,85,PF00564.30,PB1,Domain,3,67,84,35.2,1.2e-08,1,CL0072
g412.t1,529,686,528,686,PF00650.25,CRAL_TRIO,Domain,2,153,153,109.7,1.5e-31,1,CL0512
g413.t1,52,342,52,342,PF00291.31,PALP,Family,1,295,295,288.5,7.6e-86,1,CL0063
g414.t1,59,95,57,95,PF00400.38,WD40,Repeat,3,39,39,42.9,5.4e-11,1,CL0186
g414.t1,143,181,142,181,PF00400.38,WD40,Repeat,2,39,39,30.3,5.5e-07,1,CL0186
g414.t1,191,222,185,222,PF00400.38,WD40,Repeat,7,39,39,27.8,3.3e-06,1,CL0186
g414.t1,230,264,226,264,PF00400.38,WD40,Repeat,5,39,39,32.2,1.3e-07,1,CL0186
g415.t1,292,430,271,430,PF13926.11,DUF4211,Family,4,137,137,87.4,1.2e-24,1,No_Clan
g418.t1,12,281,12,281,PF00069.31,Pkinase,Domain,1,263,263,205.7,1.1e-60,1,CL0016
g419.t1,111,136,109,137,PF17101.10,Stealth_CR1,Family,3,28,29,38.5,9e-10,1,No_Clan
g419.t1,142,249,142,252,PF11380.13,Stealth_CR2,Family,1,105,108,116.8,6.3e-34,1,No_Clan
g419.t1,295,342,295,343,PF17102.10,Stealth_CR3,Family,1,48,49,50.7,1.6e-13,1,No_Clan
g420.t1,86,192,86,195,PF11380.13,Stealth_CR2,Family,1,105,108,126.1,8.3e-37,1,No_Clan
g420.t1,238,286,238,286,PF17102.10,Stealth_CR3,Family,1,49,49,51.4,9.8e-14,1,No_Clan
g421.t1,7,244,7,244,PF01370.27,Epimerase,Family,1,239,240,81.6,7.5e-23,1,CL0063
g422.t1,1004,1293,1004,1293,PF00069.31,Pkinase,Domain,1,263,263,201.6,1.8e-59,1,CL0016
g424.t1,53,208,35,215,PF01369.25,Sec7,Domain,30,176,183,149.9,7.7e-44,1,No_Clan
g427.t1,10,81,10,81,PF08079.17,Ribosomal_L30_N,Domain,1,72,72,87.2,8.9e-25,1,No_Clan
g427.t1,86,136,86,136,PF00327.25,Ribosomal_L30,Domain,1,51,51,72.0,3.5e-20,1,No_Clan
g429.t1,1057,1151,1046,1192,PF21675.3,BLTP2_RBG-6,Repeat,90,184,239,40.7,2.8e-10,1,CL0760
g429.t1,2170,2528,2144,2528,PF10351.15,FMP27-BLTP2_C,Repeat,144,468,468,123.6,1.3e-35,1,CL0760
g431.t1,47,154,46,172,PF00561.26,Abhydrolase_1,Domain,2,103,245,42.7,6.6e-11,1,CL0028
g436.t1,1455,1519,1455,1521,PF07647.24,SAM_2,Domain,1,64,66,36.4,5.8e-09,1,CL0003
g436.t2,59,123,59,125,PF07647.24,SAM_2,Domain,1,64,66,40.6,2.9e-10,1,CL0003
g438.t1,23,117,21,152,PF13589.12,HATPase_c_3,Domain,3,96,137,41.9,1.3e-10,1,CL0025
g439.t1,56,361,55,373,PF08652.17,RAI1,Family,2,316,333,260.6,2.8e-77,1,CL0236
g441.t1,291,600,290,603,PF00069.31,Pkinase,Domain,2,258,263,129.5,1.9e-37,1,CL0016
g443.t1,593,896,592,898,PF02383.23,Syja_N,Family,2,302,305,265.0,1.2e-78,1,CL0031
g449.t1,11,81,9,86,PF09340.15,NuA4,Family,3,72,78,48.2,9.6e-13,1,No_Clan
g450.t1,67,458,53,459,PF00999.26,Na_H_Exchanger,Family,11,374,375,216.9,4.9e-64,1,CL0064
g451.t1,98,317,97,318,PF00149.33,Metallophos,Domain,2,190,191,56.7,5.6e-15,1,CL0163
g453.t1,206,505,206,505,PF24807.1,WD40_CDC20-Fz,Repeat,1,292,292,432.7,8.3e-130,1,CL0186
g454.t1,113,162,113,163,PF00249.37,Myb_DNA-binding,Domain,3,45,46,30.9,2.8e-07,1,CL0123
g454.t1,299,639,299,639,PF13898.11,MINDY-3_4_CD,Domain,1,344,344,375.7,2.4e-112,1,No_Clan
g456.t1,212,386,210,405,PF00069.31,Pkinase,Domain,3,153,263,83.1,2.7e-23,1,CL0016
g456.t1,450,549,436,549,PF07714.23,PK_Tyr_Ser-Thr,Domain,165,258,258,42.3,7.2e-11,1,CL0016
g457.t1,2,96,2,96,PF17832.7,Pre-PUA,Domain,1,86,86,44.3,2.7e-11,1,CL0668
g457.t1,489,563,485,567,PF01253.27,SUI1,Domain,5,74,77,42.7,7.6e-11,1,No_Clan
g458.t1,72,289,71,290,PF07819.19,PGAP1,Family,2,232,233,187.1,5.4e-55,1,CL0028
g459.t1,20,84,20,85,PF12861.13,zf-ANAPC11,Domain,1,64,65,101.6,2.2e-29,1,CL0229
g460.t1,201,346,201,346,PF07200.18,Mod_r,Domain,1,146,146,115.8,2e-33,1,CL0596
g461.t1,190,279,189,281,PF12796.13,Ank_2,Repeat,2,88,90,55.8,6.8e-15,1,CL0465
g461.t1,380,483,358,483,PF12796.13,Ank_2,Repeat,23,90,90,35.0,2e-08,1,CL0465
g462.t1,647,735,638,735,PF12796.13,Ank_2,Repeat,10,90,90,35.8,1.2e-08,1,CL0465
g462.t1,2395,2680,2374,2681,PF00632.30,HECT,Domain,32,302,306,195.2,2.6e-57,1,CL0552
g464.t1,294,361,292,362,PF04182.18,B-block_TFIIIC,Family,4,72,73,40.8,2.2e-10,1,CL0123
g464.t1,631,736,627,738,PF24101.1,eWH_GTF3C1,Domain,5,108,110,50.3,2.2e-13,1,CL0123
g496.t1,988,1140,963,1194,PF08767.17,CRM1_C,Repeat,119,267,323,32.7,5.5e-08,1,CL0020
g497.t1,130,237,130,242,PF00004.35,AAA,Domain,1,125,131,61.0,2e-16,1,CL0023
g497.t1,293,372,288,372,PF16193.11,AAA_assoc_2,Family,5,81,81,83.9,9.3e-24,1,CL0671
g497.t1,373,529,373,534,PF12002.13,MgsA_C,Domain,1,153,167,189.5,5.3e-56,1,CL0604
g498.t1,323,479,321,494,PF00069.31,Pkinase,Domain,3,152,263,93.8,1.5e-26,1,CL0016
g498.t1,563,666,554,668,PF07714.23,PK_Tyr_Ser-Thr,Domain,159,256,258,48.8,7.4e-13,1,CL0016
g499.t1,315,485,315,497,PF07714.23,PK_Tyr_Ser-Thr,Domain,1,168,258,95.2,5.2e-27,1,CL0016
g499.t1,514,618,502,618,PF07714.23,PK_Tyr_Ser-Thr,Domain,162,258,258,35.7,7.1e-09,1,CL0016
g500.t1,3,58,1,59,PF12836.13,HHH_3,Domain,5,64,65,35.1,1.4e-08,1,CL0198
g501.t1,157,256,154,259,PF12146.14,Hydrolase_4,Family,5,105,239,30.8,2.1e-07,1,CL0028
g503.t1,415,658,410,660,PF07714.23,PK_Tyr_Ser-Thr,Domain,21,256,258,88.7,5e-25,1,CL0016
g504.t1,103,223,103,225,PF01980.22,TrmO_N,Domain,1,113,116,129.9,6.8e-38,1,CL0866
g505.t1,41,238,36,241,PF18400.7,Thioredoxin_12,Domain,5,187,190,104.7,7e-30,1,CL0172
g505.t1,326,453,322,461,PF18401.7,Thioredoxin_13,Domain,5,127,136,83.6,1.4e-23,1,CL0172
g505.t1,470,756,450,760,PF18402.7,Thioredoxin_14,Domain,9,250,255,86.1,4.6e-24,1,CL0172
g505.t1,1195,1301,1194,1302,PF06427.17,UDP-g_GGTase,Domain,2,107,108,83.4,1.4e-23,1,CL0110
g505.t1,1377,1647,1377,1648,PF18404.7,Glyco_transf_24,Domain,1,267,268,454.1,2e-136,1,CL0110
g506.t1,19,100,17,102,PF12220.14,U1snRNP70_N,Family,3,90,92,65.1,8.4e-18,1,CL0221
g506.t1,114,182,114,183,PF00076.28,RRM_1,Domain,1,69,70,78.3,3.9e-22,1,CL0221
g507.t1,296,391,295,392,PF10551.15,MULE,Domain,2,98,99,44.0,3e-11,1,CL0219
g511.t1,6,266,6,266,PF00108.29,Thiolase_N,Domain,1,260,260,276.7,2.2e-82,1,CL0046
g511.t1,273,394,273,395,PF02803.24,Thiolase_C,Domain,1,122,123,164.9,6.9e-49,1,CL0046
g512.t1,616,671,616,679,PF05699.19,Dimer_Tnp_hAT,Domain,1,58,84,44.4,1.4e-11,1,No_Clan
g513.t1,65,103,60,104,PF00450.28,Peptidase_S10,Domain,9,47,420,34.4,2.1e-08,1,CL0028
g513.t1,107,459,103,459,PF00450.28,Peptidase_S10,Domain,75,420,420,263.4,6.1e-78,1,CL0028
g514.t1,1,143,1,144,PF01217.26,Clat_adaptor_s,Domain,1,141,142,155.2,1.3e-45,1,CL0431
g515.t1,4,97,1,108,PF12624.13,Chorein_N,Domain,7,98,116,31.6,1.7e-07,1,CL0760
g516.t1,286,452,285,492,PF13086.12,AAA_11,Domain,2,119,257,97.7,1.2e-27,1,CL0023
g516.t1,779,888,742,888,PF13086.12,AAA_11,Domain,148,257,257,113.2,2.3e-32,1,CL0023
g516.t1,895,1092,895,1093,PF13087.12,AAA_12,Domain,1,194,195,209.9,3.4e-62,1,CL0023
g518.t1,64,325,64,325,PF00069.31,Pkinase,Domain,1,263,263,263.3,2.9e-78,1,CL0016
g521.t1,189,285,188,291,PF00106.31,adh_short,Domain,2,95,195,48.8,7.4e-13,1,CL0063
g521.t1,401,518,390,538,PF13561.12,adh_short_C2,Domain,89,201,236,38.3,1.4e-09,1,CL0063
g523.t1,5,239,4,240,PF01876.22,RNase_P_p30,Domain,2,213,214,162.9,9.1e-48,1,CL0036
g524.t1,53,138,53,138,PF00203.26,Ribosomal_S19,Domain,1,81,81,109.6,6.4e-32,1,No_Clan
g525.t1,180,326,176,336,PF14580.12,LRR_9,Repeat,22,165,175,45.6,7.2e-12,1,CL0022
g525.t1,872,1009,857,1018,PF14580.12,LRR_9,Repeat,24,160,175,33.8,3e-08,1,CL0022
g525.t1,1083,1123,1082,1124,PF12799.13,LRR_4,Repeat,2,43,44,31.8,1.5e-07,1,CL0022
g525.t1,1153,1248,1150,1255,PF14580.12,LRR_9,Repeat,69,166,175,41.5,1.3e-10,1,CL0022
g525.t1,1300,1338,1299,1342,PF12799.13,LRR_4,Repeat,2,41,44,37.0,3.4e-09,1,CL0022
g525.t1,1391,1534,1365,1540,PF14580.12,LRR_9,Repeat,24,168,175,48.8,7.5e-13,1,CL0022
g525.t2,180,326,176,336,PF14580.12,LRR_9,Repeat,22,165,175,45.7,6.7e-12,1,CL0022
g525.t2,872,1009,857,1018,PF14580.12,LRR_9,Repeat,24,160,175,33.9,2.8e-08,1,CL0022
g525.t2,1083,1123,1082,1124,PF12799.13,LRR_4,Repeat,2,43,44,31.9,1.4e-07,1,CL0022
g525.t2,1153,1248,1150,1255,PF14580.12,LRR_9,Repeat,69,166,175,41.6,1.2e-10,1,CL0022
g525.t2,1300,1338,1299,1342,PF12799.13,LRR_4,Repeat,2,41,44,37.1,3.2e-09,1,CL0022
g525.t2,1391,1534,1365,1540,PF14580.12,LRR_9,Repeat,24,168,175,48.9,6.9e-13,1,CL0022
g526.t1,98,291,98,292,PF00149.33,Metallophos,Domain,1,190,191,62.2,1.1e-16,1,CL0163
g527.t1,100,156,98,157,PF17921.7,Integrase_H2C2,Domain,3,58,59,60.6,1.6e-16,1,CL0361
g527.t1,380,450,380,453,PF24626.1,SH3_Tf2-1,Domain,1,61,64,43.0,4.6e-11,1,CL0010
g527.t1,480,533,480,533,PF00385.30,Chromo,Domain,1,53,53,36.4,4.6e-09,1,CL0010
g529.t1,221,328,217,328,PF21599.3,ZSWIM3_N,Domain,5,102,102,33.9,4.7e-08,1,CL0274
g529.t1,410,532,406,532,PF21056.3,ZSWIM1-3_RNaseH-like,Domain,6,128,128,121.8,2.2e-35,1,CL0219
g530.t1,79,396,74,396,PF07690.21,MFS_1,Family,33,347,347,76.4,2.4e-21,1,CL0015
g531.t1,30,397,27,397,PF07690.21,MFS_1,Family,4,347,347,98.9,3.6e-28,1,CL0015
g532.t1,127,386,23,387,PF04909.20,Amidohydro_2,Domain,60,288,289,91.0,1.4e-25,1,CL0036
g533.t1,91,501,87,501,PF00450.28,Peptidase_S10,Domain,10,420,420,404.8,7.6e-121,1,CL0028
g534.t1,81,492,77,492,PF00450.28,Peptidase_S10,Domain,10,420,420,406.1,3.1e-121,1,CL0028
g535.t1,56,130,56,130,PF03671.20,Ufm1,Domain,1,75,75,136.1,3.7e-40,1,CL0072
g536.t1,7,325,7,325,PF03820.22,SFXNs,Family,1,319,319,449.3,7.2e-135,1,No_Clan
g537.t1,88,500,82,501,PF00450.28,Peptidase_S10,Domain,8,419,420,385.0,7.7e-115,1,CL0028
g544.t1,69,484,64,484,PF00450.28,Peptidase_S10,Domain,9,420,420,365.5,6.3e-109,1,CL0028
g545.t1,69,490,59,490,PF00450.28,Peptidase_S10,Domain,10,420,420,386.5,2.7e-115,1,CL0028
g546.t1,148,237,147,240,PF13640.12,2OG-FeII_Oxy_3,Domain,2,94,98,30.9,5.2e-07,1,CL0029
g549.t1,158,338,157,351,PF00149.33,Metallophos,Domain,2,159,191,50.6,4e-13,1,CL0163
g560.t1,1,48,1,48,PF17921.7,Integrase_H2C2,Domain,13,59,59,43.7,2.8e-11,1,CL0361
g562.t1,38,439,37,439,PF13843.12,DDE_Tnp_1_7,Domain,2,349,349,145.4,3.4e-42,1,CL0219
g563.t1,148,237,147,240,PF13640.12,2OG-FeII_Oxy_3,Domain,2,94,98,28.1,3.9e-06,1,CL0029
g565.t1,287,349,286,351,PF01363.27,FYVE,Domain,2,65,67,34.0,3e-08,1,CL0229
g568.t1,127,222,126,222,PF03732.23,Retrotrans_gag,Family,2,97,97,49.3,5.6e-13,1,CL0523
g568.t1,363,475,349,481,PF08284.16,RVP_2,Domain,21,128,136,32.9,6.4e-08,1,CL0129
g568.t1,792,956,792,958,PF00078.32,RVT_1,Domain,1,203,205,87.3,1.5e-24,1,CL0027
g568.t1,1046,1151,1046,1151,PF17917.7,RT_RNaseH,Domain,1,105,105,116.0,1e-33,1,CL0219
g569.t1,59,192,57,193,PF14223.12,Retrotran_gag_2,Family,3,137,138,95.9,2.1e-27,1,CL0523
g569.t1,343,425,343,426,PF22936.1,Pol_BBD,Domain,1,80,81,75.1,5.4e-21,1,No_Clan
g569.t1,455,528,455,529,PF13976.11,gag_pre-integrs,Domain,1,66,67,35.0,1.2e-08,1,No_Clan
g569.t1,543,644,542,644,PF00665.32,rve,Domain,2,102,102,42.8,6.6e-11,1,CL0219
g569.t1,943,1185,941,1186,PF07727.19,RVT_2,Family,3,242,243,244.5,1.5e-72,1,CL0027
g570.t1,69,476,62,476,PF00450.28,Peptidase_S10,Domain,10,420,420,359.4,4.5e-107,1,CL0028
g573.t1,84,492,76,492,PF00450.28,Peptidase_S10,Domain,10,420,420,394.9,7.6e-118,1,CL0028
g576.t1,166,255,165,257,PF13640.12,2OG-FeII_Oxy_3,Domain,2,94,98,31.3,4.1e-07,1,CL0029
g577.t1,148,237,147,239,PF13640.12,2OG-FeII_Oxy_3,Domain,2,94,98,33.2,1e-07,1,CL0029
g578.t1,81,374,62,374,PF00141.28,peroxidase,Domain,12,237,237,139.7,1.8e-40,1,CL0617
g578.t1,428,651,428,651,PF00141.28,peroxidase,Domain,1,237,237,97.8,1.1e-27,1,CL0617
g579.t1,78,371,59,371,PF00141.28,peroxidase,Domain,12,237,237,140.2,1.2e-40,1,CL0617
g579.t1,425,648,425,648,PF00141.28,peroxidase,Domain,1,237,237,96.0,3.8e-27,1,CL0617
g580.t1,33,394,32,395,PF09334.17,tRNA-synt_1g,Family,2,390,391,341.5,6.7e-102,1,CL0039
g581.t1,31,115,30,115,PF03795.20,YCII,Domain,3,95,95,45.5,1e-11,1,CL0032
g582.t1,23,102,21,102,PF00081.27,Sod_Fe_N,Domain,3,82,82,110.4,5.9e-32,1,No_Clan
g582.t1,112,214,112,214,PF02777.23,Sod_Fe_C,Domain,1,102,102,134.1,2e-39,1,No_Clan
g587.t1,3,95,1,95,PF00005.33,ABC_tran,Domain,62,137,137,45.1,1.9e-11,1,CL0023
g587.t1,124,208,124,241,PF19055.6,ABC2_membrane_7,Family,1,85,410,42.1,6.7e-11,1,CL0181
g587.t1,231,441,231,442,PF01061.29,ABC2_membrane,Domain,1,210,211,155.6,1.7e-45,1,CL0181
g588.t1,7,93,2,96,PF00078.32,RVT_1,Domain,111,202,205,47.3,2.5e-12,1,CL0027
g588.t1,197,315,197,315,PF17917.7,RT_RNaseH,Domain,1,105,105,80.4,1.2e-22,1,CL0219
g588.t1,485,578,483,579,PF00665.32,rve,Domain,4,101,102,36.5,5.8e-09,1,CL0219
