,chr,start,end,zoospore,germinating cyst,mycelia_48h,mycelia_96,Early infection,Late infection,compartment
g357,HiC_scaffold_1,855524,858140,31.24407137,6.844698532,3.450864872,14.99648505,12.77540162,14.411074,A
g358,HiC_scaffold_1,858455,860537,2.656200621,0.558054107,0.547649169,1.664955008,0.889949807,0.917586853,A
g359,HiC_scaffold_1,860620,863779,2.3103213,1.934424531,1.543145247,4.177602794,2.662915167,3.948596311,A
g360,HiC_scaffold_1,863900,864900,7.412286312,8.515445625,3.399918907,17.05758514,15.09087181,12.00177802,A
g361,HiC_scaffold_1,865325,868157,34.03747076,4.768009373,1.809076164,5.489166224,3.214934207,3.298490926,A
g362,HiC_scaffold_1,868235,869231,41.72365793,12.18443539,6.114598966,15.69515958,11.54438827,8.155142908,A
g363,HiC_scaffold_1,869365,870706,53.11710891,17.18775881,18.98664666,11.22935154,8.045433201,8.590051476,A
g364,HiC_scaffold_1,871013,873739,59.80186722,39.45900072,56.0184209,40.32525035,41.52243743,48.89825073,A
g365,HiC_scaffold_1,873765,874155,2.644926273,3.56029781,11.08090108,23.51842177,20.02855115,31.88204277,A
g383,HiC_scaffold_1,922963,924408,0.057781719,0.09238235,0.107382387,6.43412076,4.156557356,5.520752318,A
g385,HiC_scaffold_1,926240,927339,22.61267448,6.519826287,5.304133509,32.11832483,20.35118359,24.52146088,A
g386,HiC_scaffold_1,927473,929916,23.84386581,14.10832908,3.436144244,20.0809735,16.67086578,13.84658,A
g387,HiC_scaffold_1,930758,931355,5.724396515,10.62462981,13.40797377,20.43410701,12.68594886,9.428762361,A
g388,HiC_scaffold_1,931451,932827,6.024493922,3.016060287,2.282063771,7.277441263,4.629302557,5.645096439,A
g389,HiC_scaffold_1,933146,934693,4.492497427,0.742771267,1.453884859,2.583391914,2.429723966,1.94476907,A
g390,HiC_scaffold_1,935381,936350,759.6611048,591.4774272,85.47052755,366.1293084,428.9034473,216.8291725,A
g391,HiC_scaffold_1,936717,942749,0.765342993,0.38013516,1.424501559,2.989592644,1.050890531,2.284296079,A
g392,HiC_scaffold_1,943123,944782,3.116117832,6.31124334,8.081244027,10.23110293,8.071655113,6.937157804,A
g393,HiC_scaffold_1,945034,946525,1.144278355,1.267937521,1.644651467,4.52342835,3.518340417,4.449518577,A
g394,HiC_scaffold_1,946913,948851,225.3622544,1.50671894,2.536420104,2.734848012,4.120661337,1.998000432,A
g395,HiC_scaffold_1,950904,957501,31.6597971,12.0352737,30.58442239,17.50731698,17.85155961,30.634798,A
g396,HiC_scaffold_1,957699,958117,20.69415609,32.63778264,15.74197983,92.6033115,84.63726535,46.28486029,A
g397,HiC_scaffold_1,958262,959721,0.081376922,0.058930406,0.873657679,0.933424356,0.73775482,0.87669109,A
g398,HiC_scaffold_1,960716,963797,0.382556319,0.129543187,1.548767546,1.136746752,0.553016651,0.654567435,A
g399,HiC_scaffold_1,964027,964678,4394.906011,5603.879906,5432.451935,4902.909075,4874.154523,4147.8542,A
g400,HiC_scaffold_1,964827,966678,0.654000822,0.516567657,0.445455476,3.646917913,1.700132145,1.769448926,A
g401,HiC_scaffold_1,966816,968169,6.65745286,6.152525524,16.15045908,30.96284685,18.90135841,47.27642086,A
g402,HiC_scaffold_1,968352,970503,56.71854142,27.13988488,4.516696273,29.30681709,27.50435092,24.76538825,A
g403,HiC_scaffold_1,970691,974015,2.375207844,2.408885886,5.879475152,8.953971898,7.839603097,9.675561557,A
g404,HiC_scaffold_1,974055,975014,5.014303675,50.82139571,25.83608685,47.5932038,36.6749176,23.38767856,A
g405,HiC_scaffold_1,975183,976524,186.5790504,3.835793252,1.299519442,13.40357592,11.59196848,20.80120953,A
g406,HiC_scaffold_1,976913,981074,10.77281765,10.2615893,15.30091233,50.66288122,18.81956091,37.29351574,A
g407,HiC_scaffold_1,981429,983161,1.807838093,0.361403621,0.789438407,1.490667908,1.640884564,0.731627097,A
g408,HiC_scaffold_1,983423,983819,215.3529944,47.48915516,73.15997673,55.4352227,63.75163686,44.76470878,A
g409,HiC_scaffold_1,984252,985352,5.665423467,4.608732689,8.002116553,5.816776405,4.947145545,4.640923408,A
g410,HiC_scaffold_1,985798,990297,106.1901822,18.26883547,22.20142829,34.25756504,26.38535977,39.13405164,A
g411,HiC_scaffold_1,990685,991627,2859.739268,1050.060317,2433.402355,1549.075352,2006.545817,2050.234685,A
g412,HiC_scaffold_1,992146,994699,40.52951672,14.36741533,21.93029642,33.93798463,32.61498251,40.96526703,A
g413,HiC_scaffold_1,995081,996644,56.8128788,39.55570169,41.15579399,10.26414011,11.29712444,14.82378007,A
g414,HiC_scaffold_1,996742,997825,39.02041045,34.86860804,26.2141303,41.13005998,36.17905987,36.69908571,A
g415,HiC_scaffold_1,998823,1001247,30.23973055,11.07409014,10.66015557,12.44875847,13.34404138,13.8590055,A
g416,HiC_scaffold_1,1001305,1002697,10.78652266,7.628238479,4.167794183,17.84569571,12.11104455,16.80597542,A
g417,HiC_scaffold_1,1003486,1006990,78.71664667,35.77955424,46.32508156,89.94682353,74.88737012,101.0257295,A
g418,HiC_scaffold_1,1007370,1008716,625.5502761,92.56818265,151.8747677,87.23505383,86.97782806,116.7755979,A
g419,HiC_scaffold_1,1009750,1011301,870.7487025,80.35642434,210.773772,58.68132153,49.31879053,89.33452523,A
g420,HiC_scaffold_1,1011677,1013111,182.4222428,19.27873395,23.16144657,21.74051466,17.33223718,23.659056,A
g421,HiC_scaffold_1,1013416,1015050,23.11727606,22.14795732,15.10398957,66.03117751,58.98432817,68.31329908,A
g422,HiC_scaffold_1,1015591,1019761,37.6346819,23.75777259,20.70401217,14.74831779,12.11686335,22.2752832,A
g423,HiC_scaffold_1,1019936,1020775,38.82317645,0.111026413,0.296544512,4.756803749,2.331407182,18.20411512,A
g424,HiC_scaffold_1,1021501,1022768,10.20703754,6.586742986,11.28255451,16.41600178,12.0971126,16.3734143,A
g425,HiC_scaffold_1,1022980,1026918,1.875169208,0,0.417600514,0.946815302,0.40611924,3.036187503,A
g426,HiC_scaffold_1,1027004,1031550,1.707641177,0.080406699,0.308888411,0.94284935,0.516312036,1.17077062,A
g427,HiC_scaffold_1,1031700,1032955,2536.312498,3280.70763,3018.047748,1726.856223,2059.491964,1864.498662,A
g428,HiC_scaffold_1,1033140,1033543,2.479552252,2.604821568,2.628055907,12.9195425,9.212638219,12.37210683,A
g429,HiC_scaffold_1,1033578,1041800,1.598121944,0.301620972,0.501341764,2.471603655,1.394481766,3.607296306,A
g430,HiC_scaffold_1,1041903,1042813,6.895646337,10.95109877,14.811489,28.91852211,18.56647594,22.86298861,A
g431,HiC_scaffold_1,1043178,1044299,10.25556135,7.02124415,8.997999996,16.48740407,11.53954579,18.34365159,A
g432,HiC_scaffold_1,1044514,1045930,50.31065508,25.18356663,18.42587589,27.07578528,24.91722379,29.72286126,A
g433,HiC_scaffold_1,1046223,1047933,13.50073805,8.459215772,4.807611925,9.861943477,7.501651906,7.702167246,A
g434,HiC_scaffold_1,1048588,1049242,103.370014,41.1539426,49.70787763,92.88519147,64.78072825,96.58290379,A
g435,HiC_scaffold_1,1049573,1049774,1.892998124,0.598449857,1.240271726,5.18534885,3.483234986,2.641354127,A
g436,HiC_scaffold_1,1050464,1055911,9.309538037,1.506163788,0.700594168,6.507544246,3.393205029,3.540788349,A
g437,HiC_scaffold_1,1055960,1056701,3.957363736,0.269313468,0.194101688,6.52610186,6.513810428,9.161999675,A
g438,HiC_scaffold_1,1056957,1059222,0.462634972,0.359054214,0.046187974,11.95344485,10.27838541,18.63080253,A
g439,HiC_scaffold_1,1060398,1061864,4.567420914,1.886802677,0.852857605,5.852078492,4.22304815,5.175686113,A
g440,HiC_scaffold_1,1062305,1063319,171.7107853,385.8261614,98.5933957,133.7090655,223.0950331,170.8118416,A
g441,HiC_scaffold_1,1064154,1066764,7.127101036,1.819997212,9.994833138,5.35563187,3.914917483,7.2401592,A
g442,HiC_scaffold_1,1066821,1067505,10.57813454,4.703152266,9.328431195,9.829041436,8.631074217,15.10423269,A
g443,HiC_scaffold_1,1067521,1072501,4.899176008,3.896786132,10.11915466,10.45269557,9.933466639,14.42369805,A
g444,HiC_scaffold_1,1072829,1073111,8.987559184,0,0.510033158,0.72373103,1.248920712,2.445928455,A
g445,HiC_scaffold_1,1073133,1074314,16.5803954,0.359569874,3.589099439,9.145610896,3.471992851,20.99002028,A
g446,HiC_scaffold_1,1075294,1075630,200.1960389,1.676145268,3.18182483,0,0,0,A
g447,HiC_scaffold_1,1075792,1076613,19.41189573,18.56255654,10.62573076,0.830258818,0.840378768,0.823480131,A
g448,HiC_scaffold_1,1076789,1079800,49.88141694,20.71869794,39.4613824,39.73802432,48.02725137,81.53191336,A
g449,HiC_scaffold_1,1079960,1080632,19.72917599,21.06005339,14.46560352,27.06750081,23.99954093,25.19182496,A
g450,HiC_scaffold_1,1080735,1083024,52.47759967,26.46053935,28.69247442,23.46849623,32.53048878,20.97114888,A
g451,HiC_scaffold_1,1083340,1084672,9.429430223,12.27627879,7.423184448,10.78525773,10.47092977,8.57606712,A
g452,HiC_scaffold_1,1084823,1085315,126.2452592,310.4286063,88.27028035,145.6042338,353.5807247,102.5932113,A
g453,HiC_scaffold_1,1085668,1087361,53.08239513,40.426362,34.37708337,39.18284082,46.06613546,40.1981351,A
g454,HiC_scaffold_1,1087848,1089941,0.952266709,0.186493676,0.4790017,1.55311245,1.1127977,1.563510804,A
g455,HiC_scaffold_1,1090082,1090388,2.984255865,3.310381911,7.20682179,10.44758522,7.029846486,15.0959803,A
g456,HiC_scaffold_1,1090572,1093059,3.213082661,1.845704814,4.803089321,6.153069975,4.191278434,10.41478497,A
g457,HiC_scaffold_1,1093271,1095097,10.54285909,8.27729149,5.739525555,15.87102813,14.71732415,17.72363982,A
g458,HiC_scaffold_1,1095158,1097873,11.98247924,11.96024065,8.731532215,9.092807669,7.506333368,8.231670241,A
g459,HiC_scaffold_1,1098012,1098270,16.48374523,18.58661118,16.24970606,27.06011065,20.41042796,20.3683665,A
g460,HiC_scaffold_1,1098373,1099793,2.775614178,6.612778058,5.658827,24.55134646,14.87327639,22.80364874,A
g461,HiC_scaffold_1,1099958,1101791,2.231880021,0.635290254,1.065364732,4.382170205,4.942064594,6.677155999,A
g462,HiC_scaffold_1,1101844,1109902,11.1826701,8.899400686,18.09989489,10.39194733,10.15709922,11.79438698,A
g463,HiC_scaffold_1,1110111,1111762,7.782219409,1.927826706,2.259919223,4.779285163,2.648528594,4.310118821,A
g464,HiC_scaffold_1,1111837,1117078,7.814124317,4.389121921,6.567786156,5.191964696,4.488509794,4.952897062,A
g496,HiC_scaffold_1,1196730,1200321,9.325376428,4.859212925,3.522285931,7.515209519,6.508399494,7.184172609,A
g497,HiC_scaffold_1,1200835,1202513,13.81745506,7.202205267,10.1233381,11.98220075,10.68782257,14.16075272,A
g498,HiC_scaffold_1,1204121,1206929,2.086548137,0.042346613,0.190936991,1.343871671,0.639509116,2.437893536,A
g499,HiC_scaffold_1,1207476,1209987,2.612343243,0.09690765,1.034172416,0.639107783,2.778495137,0.930163912,A
g500,HiC_scaffold_1,1210757,1211381,22.00364969,27.03698452,18.61184051,86.98783868,61.09783683,87.44381055,A
g501,HiC_scaffold_1,1211671,1213193,6.925448673,5.296230607,10.62676823,13.26670524,12.32271842,10.45125073,A
g502,HiC_scaffold_1,1213332,1214439,9.858885238,14.25335409,14.26967389,38.7622587,24.34605094,28.02303194,A
g503,HiC_scaffold_1,1214453,1216513,13.96159696,21.08808139,16.78213315,42.2041864,35.35790318,41.09510064,A
g504,HiC_scaffold_1,1217455,1218511,56.32692729,26.88598214,54.63176522,40.20804596,52.72316041,51.25927256,A
g505,HiC_scaffold_1,1218618,1223717,7.64928027,25.74623371,23.24393064,25.44893262,22.04480527,27.13032163,A
g506,HiC_scaffold_1,1224082,1225025,16.47402076,44.86680807,40.08595231,27.25241021,22.86101458,27.37097253,A
g507,HiC_scaffold_1,1226574,1229355,0.020349289,0.109983806,0.116769173,0,0,0,A
g508,HiC_scaffold_1,1229446,1231666,0.987953807,0.382052904,0.451070198,0.530444368,0.576113952,0.840470588,A
g509,HiC_scaffold_1,1233765,1234479,1.697968807,0.166539619,0.449872958,1.138989311,1.022076254,1.784057735,A
g510,HiC_scaffold_1,1235956,1236244,7.446862709,2.795627729,9.374532837,11.04118771,9.779513414,6.450981325,A
g511,HiC_scaffold_1,1236385,1237579,364.1881482,39.68718013,82.51838832,61.61305292,67.72381599,315.1084281,A
g512,HiC_scaffold_1,1237802,1240389,45.48048335,22.0298574,28.44049964,24.11113425,19.07469919,22.44390362,A
g513,HiC_scaffold_1,1240634,1242153,0.378924574,0.433061235,0.564256959,9.845635498,4.471884674,2.553703702,A
g514,HiC_scaffold_1,1242743,1243472,18.14424919,25.86267426,12.78439021,126.2805753,95.7589389,110.4249241,A
g515,HiC_scaffold_1,1243639,1247097,9.191192612,3.462241564,2.206606793,5.26212672,3.590922287,5.093111601,A
g516,HiC_scaffold_1,1247105,1253192,10.54751373,8.828513551,5.408927633,13.53175441,12.2169851,13.35934925,A
g517,HiC_scaffold_1,1253211,1253849,2.739199556,4.026491537,5.087023237,14.66586604,13.69552311,19.86157456,A
g518,HiC_scaffold_1,1254382,1256012,2.52787727,11.64366991,32.17967841,32.9081908,33.53378051,28.13509105,A
g519,HiC_scaffold_1,1256542,1257202,2.818270149,0,1.509660938,0.304487753,0.040055191,0.080535181,A
g520,HiC_scaffold_1,1257456,1258011,19.48058998,4.965667766,10.61383407,8.290158296,3.590693381,5.402762669,A
g521,HiC_scaffold_1,1258099,1259956,16.12977124,12.51380826,5.315366203,23.08677112,14.25123885,12.42275177,A
g522,HiC_scaffold_1,1260063,1260756,19.73463056,13.25409126,4.826046218,22.01987944,19.74748383,14.83176735,A
g523,HiC_scaffold_1,1260791,1261806,11.9228935,7.418843164,1.847617223,15.94711439,14.7451408,9.827497063,A
g524,HiC_scaffold_1,1262055,1262772,5021.180949,4860.377762,5004.979752,5916.431014,5780.68243,5821.806154,A
g525,HiC_scaffold_1,1263299,1269027,0.149249222,0.003734354,0.188276633,0.12373238,0.263851604,0.19999234,A
g526,HiC_scaffold_1,1269219,1270206,12.84819611,9.909421194,5.666824553,11.87955967,11.83263376,9.464048931,A
g527,HiC_scaffold_1,1271181,1272792,0.94041068,0.574443952,0.220210977,0,0,0,A
g529,HiC_scaffold_1,1278001,1283215,0.008789605,0.01821409,0.00793927,28.0828824,23.5742347,18.39782496,A
g530,HiC_scaffold_1,1284013,1286040,0.47768603,3.521951884,6.158910876,10.14622617,11.6120119,9.255390683,A
g531,HiC_scaffold_1,1286151,1288207,0.658434756,2.098441677,2.969959125,7.369200204,6.658205108,9.617759002,A
g532,HiC_scaffold_1,1289593,1290757,4.771005216,1.89892143,9.764000093,26.33972983,13.67811965,30.00687911,A
g533,HiC_scaffold_1,1290891,1292406,39.34583785,6.48837563,6.489746911,12.54503574,9.202247409,12.224893,A
g534,HiC_scaffold_1,1293593,1295081,6.649165938,49.05612541,69.75521111,18.53622474,19.50826157,17.90894176,A
g535,HiC_scaffold_1,1295341,1296260,22.93466936,20.17856282,14.40899163,226.3984175,154.277692,190.2184352,A
g536,HiC_scaffold_1,1296522,1297500,34.15581965,68.99164968,36.58118617,275.5070409,124.9084988,109.0528474,A
g537,HiC_scaffold_1,1298225,1299740,0.847010949,1.573400855,9.788083518,45.60814554,34.2099217,44.55041605,A
g538,HiC_scaffold_1,1300281,1301361,0.036037382,0.112655143,0.197534518,0.164446698,0.025464527,0,A
g544,HiC_scaffold_1,1319191,1320728,12.79495722,5.988787038,8.860036073,22.11457542,12.08915615,14.36722394,A
g545,HiC_scaffold_1,1320915,1322397,1.663537147,0.52025701,16.79147594,34.90012273,18.30392419,5.768129624,A
g546,HiC_scaffold_1,1322802,1325238,0.470017369,0.016271112,0.028862963,0.399729798,0.276557392,1.132597413,A
g548,HiC_scaffold_1,1327471,1327816,0.112812676,0.118885688,0.101898808,0.803770532,0.232969685,0.462201906,A
g549,HiC_scaffold_1,1327848,1329017,0.318037477,0.188379466,0.066212688,0.121865426,0.327928902,0.494331638,A
g550,HiC_scaffold_1,1329234,1329646,0.111840152,0,0.204346053,0,0.079027841,0.152739136,A
g560,HiC_scaffold_1,1345065,1346726,0,0,0.066961257,0.131561123,0.205267306,0.301045344,A
g562,HiC_scaffold_1,1349261,1351052,0,0,0.020954159,0.164333441,0.359921426,0.18566976,A
g563,HiC_scaffold_1,1351873,1354312,0.234362462,0.032502197,0.072397578,0.292554313,0.098861674,0.892116407,A
g564,HiC_scaffold_1,1354826,1355552,0.323288274,0,0,0.808307103,0.395487481,0.615370639,A
g565,HiC_scaffold_1,1355976,1357137,0.291203968,0.409678857,4.613173946,0.462965247,0.374419213,0.502803955,A
g568,HiC_scaffold_1,1361898,1365992,0,0.010590127,0,0,0,0,A
g569,HiC_scaffold_1,1367289,1371639,2.801844606,0.065050928,0.581910403,0.00608959,0.006077339,0,A
g570,HiC_scaffold_1,1372302,1373801,3.243797599,6.149883182,19.60048665,41.1861236,39.50028152,38.6713441,A
g571,HiC_scaffold_1,1374425,1375160,320.0615252,821.4596902,2097.519923,1099.664366,923.3741309,876.7427063,A
g572,HiC_scaffold_1,1376259,1379974,0,0,0.853340706,0.102887235,0.286451615,0.021017485,A
g573,HiC_scaffold_1,1381374,1382862,8.442254515,46.31803574,51.45117349,40.81354867,43.91960019,43.7014461,A
g574,HiC_scaffold_1,1383128,1384490,2.301445506,0.350232222,0.285692161,21.92290985,21.36226486,35.87953974,A
g576,HiC_scaffold_1,1386367,1388777,0.050011778,0.017499527,0,4.167617326,3.195657791,3.349651241,A
g577,HiC_scaffold_1,1389651,1392012,0.112441222,0,0,5.329127391,9.656242342,13.0958049,A
g578,HiC_scaffold_1,1392481,1394515,5.185312894,0.157929614,1.263360048,3.01328662,3.235226168,7.567258165,A
g579,HiC_scaffold_1,1396741,1398766,2.216915421,0.353685924,3.182270718,4.801587429,5.37532925,23.27177636,A
g580,HiC_scaffold_1,1400673,1402643,3.72133811,28.14535813,7.84111358,12.02938668,9.207397153,9.09513471,A
g581,HiC_scaffold_1,1402873,1403230,4.020780497,3.373286683,17.63432874,7.249109609,5.489317834,6.243767891,A
g582,HiC_scaffold_1,1403653,1404316,17.63834458,740.4937781,464.9195087,353.2851005,342.8711739,325.7038277,A
g583,HiC_scaffold_1,1404526,1405660,9.635650397,3.028618091,4.447178405,15.68590931,9.536030053,14.32180195,A
g584,HiC_scaffold_1,1406010,1408302,0.882508149,0.912493568,0.824823808,7.714380703,5.438410007,7.756866435,A
g585,HiC_scaffold_1,1411267,1412629,112.4040978,30.57882621,19.25324693,11.6185571,9.746288346,16.28940627,A
g586,HiC_scaffold_1,1413386,1414474,4.179239795,9.854658193,11.71892215,3.382659787,5.161809098,8.197814898,A
g587,HiC_scaffold_1,1414522,1416037,9.15182836,13.12577094,15.65809312,3.266356369,3.738285195,6.200771957,A
g588,HiC_scaffold_1,1416663,1419657,0,0,0.012009799,0,0,0,A
g589,HiC_scaffold_1,1419673,1421626,0.019036432,0,0,0,0,0,A
g590,HiC_scaffold_1,1421925,1422497,2.053481331,1.158816482,2.482519552,0.596341089,1.94550392,1.201142782,A
g591,HiC_scaffold_1,1422984,1424652,0.29602476,0.048352513,0.384181107,0.428720075,0.36964023,0.349973257,A
g592,HiC_scaffold_1,1424727,1428819,75.61976063,4.113570745,0.241665787,0.6773034,0.541764444,2.558052551,A
g593,HiC_scaffold_1,1429224,1430130,127.0017587,4.556361611,0.430369726,0.76524362,0.80312574,1.465331628,A
g594,HiC_scaffold_1,1430641,1431615,22.995743,1.432350583,4.49993325,1.834587714,2.438959044,19.37661008,A
g595,HiC_scaffold_1,1431754,1432755,0.113903143,0.467353749,0.64637477,1.380971926,1.205421297,1.948795837,A
g596,HiC_scaffold_1,1432819,1435596,2.218862168,2.17951077,2.483448215,8.122472126,6.134263891,7.859366761,A
g597,HiC_scaffold_1,1436066,1437761,8.833201876,1.604779702,3.989911947,7.989495333,6.599073617,11.55458248,A
g598,HiC_scaffold_1,1438078,1440256,17.47063213,4.690183796,8.066474091,8.567561764,8.361447721,14.99046786,A
g599,HiC_scaffold_1,1440645,1443039,1.14069999,0.03368922,0.118482647,23.41474985,17.3712475,9.085617801,A
g604,HiC_scaffold_1,1458778,1459397,10.66883154,1.401119654,2.588383337,4.629258416,3.000643407,6.001800518,A
g605,HiC_scaffold_1,1459876,1460875,0.912352426,0,0.21355083,14.8856751,18.52937003,1.859742364,A
g606,HiC_scaffold_1,1461079,1463863,0.280608906,0,0,0.411612553,0.116012999,0.127504393,A
g607,HiC_scaffold_1,1464460,1465006,0.20746644,0,0,0.470827078,0.495889812,0.582965756,A
g608,HiC_scaffold_1,1465049,1465478,2.901371297,0.325984882,0.773040527,0.683946432,0.816946647,0.718553071,A
g609,HiC_scaffold_1,1465531,1469314,2.876339167,1.380461219,2.013112362,5.561026935,5.363985155,9.282728308,A
