chromosome	start	end	motif_id	sequence_name	strand	start.1	stop	anchor_annotation
HiC_scaffold_1	7695000	7700000	Myb_DNA-binding	34	-	3427	3437	TAD_19
HiC_scaffold_1	7695000	7700000	zf-C2H2	34	+	1319	1329	TAD_19
HiC_scaffold_1	7695000	7700000	CENP-B_N	34	-	46	56	TAD_19
HiC_scaffold_1	7695000	7700000	HSF_DNA-bind	34	-	3501	3510	TAD_19
HiC_scaffold_1	7695000	7700000	Myb_DNA-binding	34	-	3428	3436	TAD_19
HiC_scaffold_1	7695000	7700000	Myb_DNA-binding	34	-	175	185	TAD_19
HiC_scaffold_1	7695000	7700000	bZIP_1	34	+	1189	1199	TAD_19
HiC_scaffold_1	7695000	7700000	bZIP_1	34	-	4122	4132	TAD_19
HiC_scaffold_1	7695000	7700000	bZIP_1	34	-	4122	4133	TAD_19
HiC_scaffold_1	7695000	7700000	CSD	34	+	2378	2387	TAD_19
HiC_scaffold_1	7750000	7755000	Homeobox	36	+	1960	1969	TAD_19
HiC_scaffold_1	7750000	7755000	zf-C2H2	36	+	4959	4969	TAD_19
HiC_scaffold_1	7750000	7755000	zf-C2H2	36	-	4962	4972	TAD_19
HiC_scaffold_1	7750000	7755000	zf-C2H2	36	+	4959	4972	TAD_19
HiC_scaffold_1	7750000	7755000	bZIP_1	36	+	3302	3310	TAD_19
HiC_scaffold_1	7750000	7755000	Myb_DNA-binding	36	+	2063	2071	TAD_19
HiC_scaffold_1	7750000	7755000	zf-C2H2	36	-	4958	4967	TAD_19
HiC_scaffold_1	7750000	7755000	bZIP_1	36	-	4627	4641	TAD_19
HiC_scaffold_1	7750000	7755000	zf-C2H2	36	-	4958	4967	TAD_19
HiC_scaffold_1	7750000	7755000	AP2	36	-	208	216	TAD_19
HiC_scaffold_1	7750000	7755000	AP2	36	+	3170	3178	TAD_19
HiC_scaffold_1	7775000	7780000	Homeobox	37	+	433	442	TAD_19
HiC_scaffold_1	7775000	7780000	zf-C2H2	37	+	4782	4795	TAD_19
HiC_scaffold_1	7775000	7780000	bZIP_1	37	-	3789	3798	TAD_19
HiC_scaffold_1	7775000	7780000	bZIP_1	37	+	3791	3800	TAD_19
HiC_scaffold_1	7775000	7780000	bZIP_1	37	-	520	530	TAD_19
HiC_scaffold_1	7775000	7780000	bZIP_1	37	+	910	920	TAD_19
HiC_scaffold_1	7820000	7825000	Myb_DNA-binding	38	-	350	360	TAD_19
HiC_scaffold_1	7820000	7825000	CENP-B_N	38	-	2926	2936	TAD_19
HiC_scaffold_1	7820000	7825000	MADs	38	+	3557	3565	TAD_19
HiC_scaffold_1	7820000	7825000	bZIP_1	38	+	1070	1079	TAD_19
HiC_scaffold_1	7820000	7825000	CSD	38	-	4227	4236	TAD_19
HiC_scaffold_1	7820000	7825000	HLH	38	-	4227	4236	TAD_19
HiC_scaffold_1	7820000	7825000	bZIP_1	38	+	160	170	TAD_19
HiC_scaffold_1	7820000	7825000	BrkDBD	38	+	2958	2968	TAD_19
HiC_scaffold_1	7820000	7825000	HSF_DNA-bind	38	-	2701	2714	TAD_19
HiC_scaffold_1	7875000	7880000	HLH	39	-	4724	4733	Boundary
HiC_scaffold_1	7875000	7880000	bZIP_1	39	-	478	488	Boundary
HiC_scaffold_1	7875000	7880000	CSD	39	+	1983	1992	Boundary
HiC_scaffold_1	7875000	7880000	bZIP_1	39	-	1244	1253	Boundary
HiC_scaffold_1	7875000	7880000	bZIP_1	39	-	1259	1268	Boundary
HiC_scaffold_1	7875000	7880000	Homeobox	39	-	3882	3891	Boundary
HiC_scaffold_1	8020000	8030000	Homeobox	40	-	2030	2039	TAD_20
HiC_scaffold_1	8020000	8030000	zf-C2H2	40	+	4673	4683	TAD_20
HiC_scaffold_1	8020000	8030000	zf-C2H2	40	+	4673	4686	TAD_20
HiC_scaffold_1	8020000	8030000	zf-C2H2	40	-	647	659	TAD_20
HiC_scaffold_1	8020000	8030000	bZIP_1	40	+	6936	6945	TAD_20
HiC_scaffold_1	8020000	8030000	Myb_DNA-binding	40	-	5291	5300	TAD_20
HiC_scaffold_1	8020000	8030000	Myb_DNA-binding	40	-	5341	5350	TAD_20
HiC_scaffold_1	8020000	8030000	Myb_DNA-binding	40	+	5340	5350	TAD_20
HiC_scaffold_1	8020000	8030000	E2F_TDP	40	+	2872	2883	TAD_20
HiC_scaffold_1	8020000	8030000	bZIP_1	40	+	2779	2789	TAD_20
HiC_scaffold_1	8020000	8030000	bZIP_1	40	+	634	644	TAD_20
HiC_scaffold_1	8020000	8030000	bZIP_1	40	+	2778	2789	TAD_20
HiC_scaffold_1	8020000	8030000	CSD	40	-	1740	1749	TAD_20
HiC_scaffold_1	8020000	8030000	zf-C2H2	40	-	9447	9457	TAD_20
HiC_scaffold_1	8020000	8030000	zf-C2H2	40	+	6608	6617	TAD_20
HiC_scaffold_1	8020000	8030000	HLH	40	-	1740	1749	TAD_20
HiC_scaffold_1	8020000	8030000	CENP-B_N	40	-	5576	5585	TAD_20
HiC_scaffold_1	8020000	8030000	bZIP_1	40	-	5400	5410	TAD_20
HiC_scaffold_1	8020000	8030000	HLH	40	-	2693	2703	TAD_20
HiC_scaffold_1	8020000	8030000	HLH	40	+	2694	2704	TAD_20
HiC_scaffold_1	8020000	8030000	HSF_DNA-bind	40	-	3046	3058	TAD_20
HiC_scaffold_1	8070000	8075000	Homeobox	41	-	309	319	TAD_20
HiC_scaffold_1	8070000	8075000	Homeobox	41	+	2123	2132	TAD_20
HiC_scaffold_1	8070000	8075000	bZIP_1	41	-	2211	2221	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	+	822	834	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	-	2361	2371	TAD_20
HiC_scaffold_1	8480000	8485000	HLH	42	-	4385	4394	TAD_20
HiC_scaffold_1	8480000	8485000	HLH	42	-	4481	4490	TAD_20
HiC_scaffold_1	8480000	8485000	CSD	42	+	1112	1121	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	+	3766	3776	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	+	3907	3917	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	+	4048	4058	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	-	2857	2867	TAD_20
HiC_scaffold_1	8480000	8485000	HLH	42	+	1112	1121	TAD_20
HiC_scaffold_1	8480000	8485000	HLH	42	-	325	334	TAD_20
HiC_scaffold_1	8480000	8485000	zf-C2H2	42	-	2857	2867	TAD_20
HiC_scaffold_1	8480000	8485000	HSF_DNA-bind	42	+	685	697	TAD_20
HiC_scaffold_1	8930000	8940000	CG-1	43	-	4836	4845	TAD_22
HiC_scaffold_1	8930000	8940000	CG-1	43	+	6553	6562	TAD_22
HiC_scaffold_1	8930000	8940000	CG-1	43	+	8154	8163	TAD_22
HiC_scaffold_1	8930000	8940000	Homeobox	43	+	9511	9521	TAD_22
HiC_scaffold_1	8930000	8940000	zf-C2H2	43	-	5199	5207	TAD_22
HiC_scaffold_1	8930000	8940000	zf-C2H2	43	+	5196	5209	TAD_22
HiC_scaffold_1	8930000	8940000	zf-C2H2	43	-	6918	6928	TAD_22
HiC_scaffold_1	8930000	8940000	bZIP_1	43	-	6213	6222	TAD_22
HiC_scaffold_1	8930000	8940000	zf-C2H2	43	-	2122	2131	TAD_22
HiC_scaffold_1	8930000	8940000	CENP-B_N	43	-	3796	3806	TAD_22
HiC_scaffold_1	8930000	8940000	CENP-B_N	43	-	7322	7332	TAD_22
HiC_scaffold_1	8930000	8940000	Myb_DNA-binding	43	-	2974	2984	TAD_22
HiC_scaffold_1	8930000	8940000	bZIP_1	43	-	972	982	TAD_22
HiC_scaffold_1	8930000	8940000	bZIP_1	43	+	973	983	TAD_22
HiC_scaffold_1	8930000	8940000	bZIP_1	43	-	972	983	TAD_22
HiC_scaffold_1	8930000	8940000	bZIP_1	43	+	972	983	TAD_22
HiC_scaffold_1	8930000	8940000	HLH	43	-	5374	5384	TAD_22
HiC_scaffold_1	8930000	8940000	BrkDBD	43	-	8160	8170	TAD_22
HiC_scaffold_1	8930000	8940000	HSF_DNA-bind	43	-	1391	1404	TAD_22
HiC_scaffold_1	8930000	8940000	HSF_DNA-bind	43	+	9263	9276	TAD_22
HiC_scaffold_1	8990000	9000000	zf-C2H2	44	+	7094	7102	TAD_23
HiC_scaffold_1	8990000	9000000	zf-C2H2	44	+	7952	7962	TAD_23
HiC_scaffold_1	8990000	9000000	bZIP_1	44	-	9366	9375	TAD_23
HiC_scaffold_1	8990000	9000000	bZIP_1	44	+	971	981	TAD_23
HiC_scaffold_1	8990000	9000000	CENP-B_N	44	-	4880	4890	TAD_23
HiC_scaffold_1	8990000	9000000	bZIP_1	44	+	1410	1420	TAD_23
HiC_scaffold_1	8990000	9000000	zf-C2H2	44	-	8356	8366	TAD_23
HiC_scaffold_1	8990000	9000000	bZIP_1	44	-	2537	2551	TAD_23
HiC_scaffold_1	8990000	9000000	bZIP_1	44	+	4334	4348	TAD_23
HiC_scaffold_1	8990000	9000000	Homeobox	44	+	7242	7252	TAD_23
HiC_scaffold_1	9060000	9070000	Homeobox	45	-	7328	7337	TAD_23
HiC_scaffold_1	9060000	9070000	zf-C2H2	45	+	4156	4164	TAD_23
HiC_scaffold_1	9060000	9070000	zf-C2H2	45	+	4988	4998	TAD_23
HiC_scaffold_1	9060000	9070000	zf-C2H2	45	-	4275	4285	TAD_23
HiC_scaffold_1	9060000	9070000	bZIP_1	45	-	6403	6412	TAD_23
HiC_scaffold_1	9060000	9070000	CENP-B_N	45	-	1940	1950	TAD_23
HiC_scaffold_1	9060000	9070000	Myb_DNA-binding	45	+	9739	9749	TAD_23
HiC_scaffold_1	9060000	9070000	zf-C2H2	45	-	5392	5402	TAD_23
HiC_scaffold_1	9060000	9070000	CENP-B_N	45	+	7259	7268	TAD_23
HiC_scaffold_1	9060000	9070000	bZIP_1	45	+	1381	1395	TAD_23
HiC_scaffold_1	9315000	9320000	zf-C2H2	46	+	4963	4976	Boundary
HiC_scaffold_1	9315000	9320000	Myb_DNA-binding	46	+	1450	1459	Boundary
HiC_scaffold_1	9315000	9320000	bZIP_1	46	-	3541	3551	Boundary
HiC_scaffold_1	9315000	9320000	bZIP_1	46	-	3541	3552	Boundary
HiC_scaffold_1	9315000	9320000	CSD	46	+	583	592	Boundary
HiC_scaffold_1	9315000	9320000	bZIP_1	46	+	3719	3729	Boundary
HiC_scaffold_1	9340000	9350000	Myb_DNA-binding	47	-	86	97	
HiC_scaffold_1	9340000	9350000	HLH	47	+	224	233	
HiC_scaffold_1	9340000	9350000	HLH	47	+	2468	2477	
HiC_scaffold_1	9340000	9350000	HSF_DNA-bind	47	-	2172	2181	
HiC_scaffold_1	9340000	9350000	bZIP_1	47	+	1825	1835	
HiC_scaffold_1	9340000	9350000	bZIP_1	47	+	1824	1835	
HiC_scaffold_1	9340000	9350000	zf-C2H2	47	-	1983	1993	
HiC_scaffold_1	9340000	9350000	bZIP_1	47	+	2453	2467	
HiC_scaffold_1	9340000	9350000	bZIP_1	47	-	8986	8996	
HiC_scaffold_1	9410000	9420000	CG-1	48	+	6232	6241	
HiC_scaffold_1	9410000	9420000	Homeobox	48	+	8629	8639	
HiC_scaffold_1	9410000	9420000	zf-C2H2	48	-	5144	5157	
HiC_scaffold_1	9410000	9420000	zf-C2H2	48	-	1120	1130	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	+	5002	5011	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	-	6619	6628	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	-	6863	6874	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	+	9958	9969	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	-	9354	9367	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	+	4104	4116	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	-	4105	4117	
HiC_scaffold_1	9410000	9420000	E2F_TDP	48	-	7130	7141	
HiC_scaffold_1	9410000	9420000	HLH	48	-	6344	6353	
HiC_scaffold_1	9410000	9420000	bZIP_1	48	-	3781	3791	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	+	4106	4116	
HiC_scaffold_1	9410000	9420000	HLH	48	-	6565	6574	
HiC_scaffold_1	9410000	9420000	CENP-B_N	48	+	2286	2295	
HiC_scaffold_1	9410000	9420000	CENP-B_N	48	-	3969	3978	
HiC_scaffold_1	9410000	9420000	zf-C2H2	48	+	3679	3688	
HiC_scaffold_1	9410000	9420000	HSF_DNA-bind	48	-	4104	4115	
HiC_scaffold_1	9410000	9420000	AP2	48	-	3727	3735	
HiC_scaffold_10	205000	210000	CSD	49	-	205	214	
HiC_scaffold_10	205000	210000	HLH	49	-	205	214	
HiC_scaffold_10	450000	460000	zf-C2H2	50	-	5336	5346	TAD_99
HiC_scaffold_10	450000	460000	zf-C2H2	50	-	5333	5346	TAD_99
HiC_scaffold_10	450000	460000	HSF_DNA-bind	50	+	5041	5054	TAD_99
HiC_scaffold_10	450000	460000	HSF_DNA-bind	50	-	5045	5058	TAD_99
HiC_scaffold_10	450000	460000	Homeobox	50	+	4221	4231	TAD_99
HiC_scaffold_10	450000	460000	HSF_DNA-bind	50	+	5156	5165	TAD_99
HiC_scaffold_10	450000	460000	Myb_DNA-binding	50	+	1565	1575	TAD_99
HiC_scaffold_10	450000	460000	Myb_DNA-binding	50	-	4873	4882	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	+	1655	1665	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	+	1655	1668	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	-	2902	2915	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	-	1654	1664	TAD_99
HiC_scaffold_10	1080000	1090000	bZIP_1	51	-	5348	5357	TAD_99
HiC_scaffold_10	1080000	1090000	HSF_DNA-bind	51	-	5114	5126	TAD_99
HiC_scaffold_10	1080000	1090000	E2F_TDP	51	+	2109	2120	TAD_99
HiC_scaffold_10	1080000	1090000	CENP-B_N	51	-	2105	2115	TAD_99
HiC_scaffold_10	1080000	1090000	CENP-B_N	51	-	5768	5778	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	-	64	74	TAD_99
HiC_scaffold_10	1080000	1090000	zf-C2H2	51	-	8844	8854	TAD_99
HiC_scaffold_10	1080000	1090000	HSF_DNA-bind	51	-	5114	5124	TAD_99
HiC_scaffold_10	1080000	1090000	CENP-B_N	51	-	3906	3917	TAD_99
HiC_scaffold_10	1080000	1090000	CENP-B_N	51	+	3906	3917	TAD_99
HiC_scaffold_10	1080000	1090000	bZIP_1	51	+	2216	2230	TAD_99
HiC_scaffold_10	1080000	1090000	bZIP_1	51	-	4229	4243	TAD_99
HiC_scaffold_10	1080000	1090000	Homeobox	51	-	1550	1560	TAD_99
HiC_scaffold_10	1080000	1090000	BrkDBD	51	-	7790	7799	TAD_99
HiC_scaffold_10	1080000	1090000	HSF_DNA-bind	51	-	5113	5124	TAD_99
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	+	4835	4848	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	+	9150	9163	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	+	2991	3003	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	-	4247	4257	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	+	7279	7289	Boundary
HiC_scaffold_10	1150000	1160000	bZIP_1	52	+	5779	5788	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	+	4260	4269	Boundary
HiC_scaffold_10	1150000	1160000	CENP-B_N	52	-	3303	3314	Boundary
HiC_scaffold_10	1150000	1160000	CENP-B_N	52	+	3303	3314	Boundary
HiC_scaffold_10	1150000	1160000	bZIP_1	52	-	2242	2256	Boundary
HiC_scaffold_10	1150000	1160000	zf-C2H2	52	-	4260	4269	Boundary
HiC_scaffold_10	1250000	1260000	CG-1	53	-	1147	1156	TAD_100
HiC_scaffold_10	1250000	1260000	HSF_DNA-bind	53	-	6876	6885	TAD_100
HiC_scaffold_10	1250000	1260000	CSD	53	-	925	934	TAD_100
HiC_scaffold_10	1250000	1260000	zf-C2H2	53	-	937	947	TAD_100
HiC_scaffold_10	1250000	1260000	Myb_DNA-binding	53	-	314	323	TAD_100
HiC_scaffold_10	1250000	1260000	zf-C2H2	53	-	937	947	TAD_100
HiC_scaffold_10	1250000	1260000	Homeobox	53	-	5463	5472	TAD_100
HiC_scaffold_10	1250000	1260000	Homeobox	53	-	8063	8072	TAD_100
HiC_scaffold_10	1250000	1260000	bZIP_1	53	-	8633	8643	TAD_100
HiC_scaffold_10	1250000	1260000	bZIP_1	53	+	8673	8683	TAD_100
HiC_scaffold_10	1570000	1575000	HSF_DNA-bind	54	+	2323	2332	TAD_100
HiC_scaffold_10	1570000	1575000	CSD	54	-	3348	3357	TAD_100
HiC_scaffold_10	1570000	1575000	bZIP_1	54	-	1843	1852	TAD_100
HiC_scaffold_10	1570000	1575000	HLH	54	-	3348	3357	TAD_100
HiC_scaffold_10	1570000	1575000	HTH_psq	54	-	3608	3617	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	4326	4336	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	-	4934	4944	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	1930	1942	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	599	611	TAD_100
HiC_scaffold_10	1580000	1585000	CSD	55	+	1840	1849	TAD_100
HiC_scaffold_10	1580000	1585000	CSD	55	+	2307	2316	TAD_100
HiC_scaffold_10	1580000	1585000	CSD	55	+	509	518	TAD_100
HiC_scaffold_10	1580000	1585000	CSD	55	+	925	934	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	1827	1836	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	496	505	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	1827	1837	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	496	506	TAD_100
HiC_scaffold_10	1580000	1585000	HLH	55	-	4385	4394	TAD_100
HiC_scaffold_10	1580000	1585000	HLH	55	+	4385	4394	TAD_100
HiC_scaffold_10	1580000	1585000	Myb_DNA-binding	55	-	4117	4126	TAD_100
HiC_scaffold_10	1580000	1585000	Myb_DNA-binding	55	-	4315	4324	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	1827	1837	TAD_100
HiC_scaffold_10	1580000	1585000	zf-C2H2	55	+	496	506	TAD_100
HiC_scaffold_10	1580000	1585000	bZIP_1	55	-	1508	1518	TAD_100
HiC_scaffold_10	1580000	1585000	bZIP_1	55	-	173	183	TAD_100
HiC_scaffold_10	1580000	1585000	bZIP_1	55	-	2890	2900	TAD_100
HiC_scaffold_10	1580000	1585000	bZIP_1	55	-	629	639	TAD_100
HiC_scaffold_10	1615000	1620000	zf-C2H2	56	-	2355	2363	TAD_100
HiC_scaffold_10	1615000	1620000	zf-C2H2	56	+	994	1006	TAD_100
HiC_scaffold_10	1615000	1620000	CSD	56	-	276	285	TAD_100
HiC_scaffold_10	1615000	1620000	bZIP_1	56	+	1780	1789	TAD_100
HiC_scaffold_10	1615000	1620000	HLH	56	-	276	285	TAD_100
HiC_scaffold_10	1675000	1680000	zf-C2H2	57	+	4310	4318	TAD_100
HiC_scaffold_10	1675000	1680000	zf-C2H2	57	+	2993	3002	TAD_100
HiC_scaffold_10	1675000	1680000	HLH	57	-	4705	4714	TAD_100
HiC_scaffold_10	1675000	1680000	bZIP_1	57	-	4720	4730	TAD_100
HiC_scaffold_10	1675000	1680000	bZIP_1	57	-	4916	4927	TAD_100
HiC_scaffold_10	1675000	1680000	BrkDBD	57	-	227	237	TAD_100
HiC_scaffold_10	1865000	1870000	zf-C2H2	58	-	2130	2142	TAD_101
HiC_scaffold_10	1865000	1870000	HSF_DNA-bind	58	-	2863	2875	TAD_101
HiC_scaffold_10	1865000	1870000	HSF_DNA-bind	58	-	2864	2877	TAD_101
HiC_scaffold_10	1925000	1930000	zf-C2H2	59	+	3789	3801	Boundary
HiC_scaffold_10	1925000	1930000	bZIP_1	59	+	3605	3613	Boundary
HiC_scaffold_10	1925000	1930000	Myb_DNA-binding	59	+	1938	1948	Boundary
HiC_scaffold_10	1925000	1930000	E2F_TDP	59	+	4192	4203	Boundary
HiC_scaffold_10	1925000	1930000	CENP-B_N	59	+	1522	1532	Boundary
HiC_scaffold_10	1925000	1930000	HLH	59	-	2266	2275	Boundary
HiC_scaffold_10	1925000	1930000	zf-C2H2	59	+	3549	3558	Boundary
HiC_scaffold_10	1925000	1930000	zf-C2H2	59	-	3549	3558	Boundary
HiC_scaffold_10	1925000	1930000	Homeobox	59	+	2757	2766	Boundary
HiC_scaffold_10	1925000	1930000	zf-C2H2	59	-	3549	3558	Boundary
HiC_scaffold_10	1940000	1945000	zf-C2H2	60	+	4053	4063	Boundary
HiC_scaffold_10	1940000	1945000	HSF_DNA-bind	60	+	3544	3555	Boundary
HiC_scaffold_10	1940000	1945000	HSF_DNA-bind	60	-	3490	3503	Boundary
HiC_scaffold_10	1940000	1945000	bZIP_1	60	-	1191	1201	Boundary
HiC_scaffold_10	1940000	1945000	bZIP_1	60	-	2242	2251	Boundary
HiC_scaffold_10	1940000	1945000	zf-C2H2	60	+	449	459	Boundary
HiC_scaffold_10	1940000	1945000	Homeobox	60	+	1335	1344	Boundary
HiC_scaffold_10	1940000	1945000	HSF_DNA-bind	60	+	1448	1460	Boundary
HiC_scaffold_10	1940000	1945000	HSF_DNA-bind	60	+	1824	1836	Boundary
HiC_scaffold_10	1940000	1945000	HSF_DNA-bind	60	-	3545	3558	Boundary
HiC_scaffold_10	1965000	1970000	zf-C2H2	61	-	783	796	TAD_102
HiC_scaffold_10	1965000	1970000	zf-C2H2	61	-	1949	1959	TAD_102
HiC_scaffold_10	1965000	1970000	bZIP_1	61	-	4664	4675	TAD_102
HiC_scaffold_10	1965000	1970000	HLH	61	-	472	481	TAD_102
HiC_scaffold_10	1965000	1970000	BrkDBD	61	+	4183	4193	TAD_102
HiC_scaffold_10	1985000	1990000	zf-C2H2	62	+	2515	2525	TAD_102
HiC_scaffold_10	1985000	1990000	zf-C2H2	62	+	4041	4051	TAD_102
HiC_scaffold_10	1985000	1990000	Homeobox	62	-	1949	1959	TAD_102
HiC_scaffold_10	1985000	1990000	bZIP_1	62	+	3034	3043	TAD_102
HiC_scaffold_10	1985000	1990000	HSF_DNA-bind	62	-	3449	3461	TAD_102
HiC_scaffold_10	1985000	1990000	HSF_DNA-bind	62	-	3825	3837	TAD_102
HiC_scaffold_10	2050000	2060000	CG-1	63	+	5990	5999	Boundary
HiC_scaffold_10	2050000	2060000	Homeobox	63	+	7078	7088	Boundary
HiC_scaffold_10	2050000	2060000	Myb_DNA-binding	63	+	6421	6430	Boundary
HiC_scaffold_10	2050000	2060000	HLH	63	-	6120	6129	Boundary
HiC_scaffold_10	2050000	2060000	HLH	63	+	6120	6129	Boundary
HiC_scaffold_10	2050000	2060000	bZIP_1	63	+	6120	6130	Boundary
HiC_scaffold_10	2050000	2060000	bZIP_1	63	-	6119	6130	Boundary
HiC_scaffold_10	2050000	2060000	zf-C2H2	63	+	9697	9707	Boundary
HiC_scaffold_10	2050000	2060000	bZIP_1	63	-	8781	8790	Boundary
HiC_scaffold_10	2050000	2060000	CENP-B_N	63	+	8506	8517	Boundary
HiC_scaffold_10	2050000	2060000	Myb_DNA-binding	63	+	9406	9415	Boundary
HiC_scaffold_10	2050000	2060000	CENP-B_N	63	+	8507	8516	Boundary
HiC_scaffold_10	2050000	2060000	bZIP_1	63	+	7294	7304	Boundary
HiC_scaffold_10	2065000	2070000	zf-C2H2	64	+	4198	4208	TAD_103
HiC_scaffold_10	2065000	2070000	zf-C2H2	64	-	3802	3815	TAD_103
HiC_scaffold_10	2065000	2070000	zf-C2H2	64	+	4198	4211	TAD_103
HiC_scaffold_10	2065000	2070000	zf-C2H2	64	-	4938	4951	TAD_103
HiC_scaffold_10	2065000	2070000	Myb_DNA-binding	64	-	700	710	TAD_103
HiC_scaffold_10	2065000	2070000	bZIP_1	64	-	4763	4772	TAD_103
HiC_scaffold_10	2065000	2070000	zf-C2H2	64	+	1168	1177	TAD_103
HiC_scaffold_10	2065000	2070000	bZIP_1	64	-	4002	4012	TAD_103
HiC_scaffold_10	2595000	2600000	zf-C2H2	65	-	337	349	TAD_105
HiC_scaffold_10	2595000	2600000	zf-C2H2	65	-	85	95	TAD_105
HiC_scaffold_10	2595000	2600000	HSF_DNA-bind	65	-	2469	2480	TAD_105
HiC_scaffold_10	2595000	2600000	HSF_DNA-bind	65	-	2117	2129	TAD_105
HiC_scaffold_10	2595000	2600000	E2F_TDP	65	+	1126	1137	TAD_105
HiC_scaffold_10	2595000	2600000	HSF_DNA-bind	65	-	2117	2127	TAD_105
HiC_scaffold_10	2595000	2600000	Myb_DNA-binding	65	+	1070	1079	TAD_105
HiC_scaffold_10	2595000	2600000	bZIP_1	65	+	1574	1584	TAD_105
HiC_scaffold_10	2595000	2600000	bZIP_1	65	-	83	93	TAD_105
HiC_scaffold_10	2595000	2600000	HSF_DNA-bind	65	-	2116	2127	TAD_105
HiC_scaffold_10	2640000	2645000	zf-C2H2	66	+	3840	3853	TAD_105
HiC_scaffold_10	2640000	2645000	bZIP_1	66	+	1574	1583	TAD_105
HiC_scaffold_10	2640000	2645000	HSF_DNA-bind	66	-	1759	1768	TAD_105
HiC_scaffold_10	2640000	2645000	HSF_DNA-bind	66	-	2198	2207	TAD_105
HiC_scaffold_10	2640000	2645000	Myb_DNA-binding	66	+	4157	4166	TAD_105
HiC_scaffold_10	2640000	2645000	zf-C2H2	66	+	2705	2714	TAD_105
HiC_scaffold_10	2640000	2645000	zf-C2H2	66	-	4723	4732	TAD_105
HiC_scaffold_10	2640000	2645000	zf-C2H2	66	-	4735	4744	TAD_105
HiC_scaffold_10	2880000	2890000	Myb_DNA-binding	67	+	8675	8686	TAD_105
HiC_scaffold_10	2880000	2890000	zf-C2H2	67	-	5377	5387	TAD_105
HiC_scaffold_10	2880000	2890000	zf-C2H2	67	-	5374	5387	TAD_105
HiC_scaffold_10	2880000	2890000	HSF_DNA-bind	67	+	5082	5095	TAD_105
HiC_scaffold_10	2880000	2890000	HSF_DNA-bind	67	-	5086	5099	TAD_105
HiC_scaffold_10	2880000	2890000	HSF_DNA-bind	67	+	5197	5206	TAD_105
HiC_scaffold_10	2880000	2890000	bZIP_1	67	+	7962	7972	TAD_105
HiC_scaffold_10	2880000	2890000	CSD	67	+	1126	1135	TAD_105
HiC_scaffold_10	2880000	2890000	Myb_DNA-binding	67	-	159	168	TAD_105
HiC_scaffold_10	2880000	2890000	Myb_DNA-binding	67	-	4914	4923	TAD_105
HiC_scaffold_10	2880000	2890000	zf-C2H2	67	+	9617	9627	TAD_105
HiC_scaffold_10	2880000	2890000	AP2	67	+	7961	7969	TAD_105
HiC_scaffold_10	3580000	3585000	CG-1	68	-	3250	3259	TAD_107
HiC_scaffold_10	3580000	3585000	CENP-B_N	68	+	1418	1428	TAD_107
HiC_scaffold_10	3580000	3585000	HLH	68	+	4817	4826	TAD_107
HiC_scaffold_10	3580000	3585000	bZIP_1	68	+	3240	3249	TAD_107
HiC_scaffold_10	3580000	3585000	zf-C2H2	68	-	1235	1244	TAD_107
HiC_scaffold_10	3580000	3585000	zf-C2H2	68	-	3904	3913	TAD_107
HiC_scaffold_10	3580000	3585000	HLH	68	-	2412	2422	TAD_107
